pair_id	source	pair_type	language_script_a	language_script_b	group	item_index	text_a	text_b	note
roundtrip:bam_Latn:60:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	60	k'a fɔ a ye ko : « Ni i b'i ɲɔngiri ne kɔrɔ ka ne bato , ne na ninnu bɛɛ di i ma . »	And he said to him , All these things will I give you , if you will go down on your face and give me worship .	roundtrip_source_to_english
roundtrip:bam_Latn:60:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	60	k'a fɔ a ye ko : « Ni i b'i ɲɔngiri ne kɔrɔ ka ne bato , ne na ninnu bɛɛ di i ma . »	Om boros ka di Rogon dot id di Yesus , “ Patahakon ngai' ku nopo daa iti dot id diya' , ondung motud ko no do tumuku' doho' , ” ka dau .	roundtrip_source_to_pivot
roundtrip:bam_Latn:60:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	60	And he said to him , All these things will I give you , if you will go down on your face and give me worship .	Om boros ka di Rogon dot id di Yesus , “ Patahakon ngai' ku nopo daa iti dot id diya' , ondung motud ko no do tumuku' doho' , ” ka dau .	roundtrip_english_to_pivot
roundtrip:bam_Latn:61:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	61	Nka Yesu ko : « Taa ka bɔ yan , Sitanɛ , katuguni a sɛbɛnnen bɛ ko : ` I ka i Matigi Ala bato ka baara kɛ o kelenpe ye . ' »	Then said Jesus to him , Away , Satan : for it is in the Writings , Give worship to the Lord your God and be his servant only .	roundtrip_source_to_english
roundtrip:bam_Latn:61:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	61	Nka Yesu ko : « Taa ka bɔ yan , Sitanɛ , katuguni a sɛbɛnnen bɛ ko : ` I ka i Matigi Ala bato ka baara kɛ o kelenpe ye . ' »	Om boros ka di Yesus , “ Poggidu' no oi Gampamalid ! Nokotulis no dot id Buuk do Kinorohingan o poingkaa , ‘ Tuku' no dot id Tuhan , i Kinorohingan nu , om iyau noo pogobi-obian ! ’ ka , ” ka dau .	roundtrip_source_to_pivot
roundtrip:bam_Latn:61:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	61	Then said Jesus to him , Away , Satan : for it is in the Writings , Give worship to the Lord your God and be his servant only .	Om boros ka di Yesus , “ Poggidu' no oi Gampamalid ! Nokotulis no dot id Buuk do Kinorohingan o poingkaa , ‘ Tuku' no dot id Tuhan , i Kinorohingan nu , om iyau noo pogobi-obian ! ’ ka , ” ka dau .	roundtrip_english_to_pivot
roundtrip:bam_Latn:62:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	62	O kɔ , Sitanɛ taara . Mɛlɛkɛ dɔw nana Yesu mago ɲɛ .	Then the Evil One went away from him , and angels came and took care of him .	roundtrip_source_to_english
roundtrip:bam_Latn:62:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	62	O kɔ , Sitanɛ taara . Mɛlɛkɛ dɔw nana Yesu mago ɲɛ .	Om tongkiad noddi di Yesus i Rogon . Om rikot no piro-piro moloikat do minongoi ponguhup di Yesus .	roundtrip_source_to_pivot
roundtrip:bam_Latn:62:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	62	Then the Evil One went away from him , and angels came and took care of him .	Om tongkiad noddi di Yesus i Rogon . Om rikot no piro-piro moloikat do minongoi ponguhup di Yesus .	roundtrip_english_to_pivot
roundtrip:bam_Latn:63:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	63	Yesu y'a mɛn tuma min na ko Yuhana bilara kaso la , a bɔra yen ka taa Galile jamana la .	Now when it came to his ears that John had been put in prison , he went away to Galilee ;	roundtrip_source_to_english
roundtrip:bam_Latn:63:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	63	Yesu y'a mɛn tuma min na ko Yuhana bilara kaso la , a bɔra yen ka taa Galile jamana la .	Om korongou poddi i Yesus do nokogiil i Yohanis , om pakayaai no dau do hilo'd Galilia .	roundtrip_source_to_pivot
roundtrip:bam_Latn:63:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	63	Now when it came to his ears that John had been put in prison , he went away to Galilee ;	Om korongou poddi i Yesus do nokogiil i Yohanis , om pakayaai no dau do hilo'd Galilia .	roundtrip_english_to_pivot
roundtrip:bam_Latn:64:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	64	A bɔra Nazarɛti dugu la , a taara i sigi Kapɛrnaum , o tun ye Galile ba da la dugu dɔ ye , Zabulɔn ni Nefitali jamana la .	And going away from Nazareth , he came and made his living-place in Capernaum , which is by the sea , in the country of Zebulun and Naphtali :	roundtrip_source_to_english
roundtrip:bam_Latn:64:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	64	A bɔra Nazarɛti dugu la , a taara i sigi Kapɛrnaum , o tun ye Galile ba da la dugu dɔ ye , Zabulɔn ni Nefitali jamana la .	Om undaliu no iyau do mantad hilo'd Nasarit om ongoi no iyau iyon do hiri'd bandar do Kapornaum , i tid disan di Tasik Galilia , id watas do Sibulon om Naptali .	roundtrip_source_to_pivot
roundtrip:bam_Latn:64:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	64	And going away from Nazareth , he came and made his living-place in Capernaum , which is by the sea , in the country of Zebulun and Naphtali :	Om undaliu no iyau do mantad hilo'd Nasarit om ongoi no iyau iyon do hiri'd bandar do Kapornaum , i tid disan di Tasik Galilia , id watas do Sibulon om Naptali .	roundtrip_english_to_pivot
roundtrip:bam_Latn:65:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	65	O kɛra walisa kira Esayi ye min fɔ , o ka dafa , a ko :	So that the word of the prophet Isaiah might come true ,	roundtrip_source_to_english
roundtrip:bam_Latn:65:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	65	O kɛra walisa kira Esayi ye min fɔ , o ka dafa , a ko :	Om kabayaai noddi i pinoboros di Nabi Yosaya , di nowonsoi di Yesus o miagal diri . Poingkaa o pinoboros di Nabi Yosaya ,	roundtrip_source_to_pivot
roundtrip:bam_Latn:65:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	65	So that the word of the prophet Isaiah might come true ,	Om kabayaai noddi i pinoboros di Nabi Yosaya , di nowonsoi di Yesus o miagal diri . Poingkaa o pinoboros di Nabi Yosaya ,	roundtrip_english_to_pivot
roundtrip:bam_Latn:66:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	66	« Zabulɔn jamana ni Nefitali jamana , baji da la , Jurdɛn ba kɔfɛ , siya wɛrɛw ka Galile .	The land of Zebulun and the land of Naphtali , by the way of the sea , the other side of Jordan , Galilee of the Gentiles ,	roundtrip_source_to_english
roundtrip:bam_Latn:66:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	66	« Zabulɔn jamana ni Nefitali jamana , baji da la , Jurdɛn ba kɔfɛ , siya wɛrɛw ka Galile .	“ Iri nopo tana' do Sibulon om tana' do Naptali , i ralan do kumaa hilo'd tasik , i tid soborong do Bawang do Yordan , iri no i pomogunan do Galilia , i tana' do tulun dot okon ko' Yohudi !	roundtrip_source_to_pivot
roundtrip:bam_Latn:66:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	66	The land of Zebulun and the land of Naphtali , by the way of the sea , the other side of Jordan , Galilee of the Gentiles ,	“ Iri nopo tana' do Sibulon om tana' do Naptali , i ralan do kumaa hilo'd tasik , i tid soborong do Bawang do Yordan , iri no i pomogunan do Galilia , i tana' do tulun dot okon ko' Yohudi !	roundtrip_english_to_pivot
roundtrip:bam_Latn:67:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	67	Minnu sigilen tun bɛ dibi la , olu ye kɛnɛyeelenba ye . Minnu sigilen tun bɛ dibi la saya yɔrɔ la , kɛnɛyeelen bɔra olu ye . »	The people who were in the dark saw a great light , and to those in the land of the shade of death did the dawn come up .	roundtrip_source_to_english
roundtrip:bam_Latn:67:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	67	Minnu sigilen tun bɛ dibi la , olu ye kɛnɛyeelenba ye . Minnu sigilen tun bɛ dibi la saya yɔrɔ la , kɛnɛyeelen bɔra olu ye . »	Kokito indo do tanawau di kosorong kopio i tulun di poingiyon dot id totuong ! Oulinahan indo do tanawau di kosorong kopio i tulun di poingiyon do hiri'd dasahawan do kapatayon ! ” ka .	roundtrip_source_to_pivot
roundtrip:bam_Latn:67:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	67	The people who were in the dark saw a great light , and to those in the land of the shade of death did the dawn come up .	Kokito indo do tanawau di kosorong kopio i tulun di poingiyon dot id totuong ! Oulinahan indo do tanawau di kosorong kopio i tulun di poingiyon do hiri'd dasahawan do kapatayon ! ” ka .	roundtrip_english_to_pivot
roundtrip:bam_Latn:68:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	68	Kabini o tuma la Yesu ye waajuli daminɛ . A tun b'a fɔ ko : « A' ye nimisa aw ka jurumuw la katuguni sankolo masaya surunyara . »	From that time Jesus went about preaching and saying , Let your hearts be turned from sin , for the kingdom of heaven is near .	roundtrip_source_to_english
roundtrip:bam_Latn:68:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	68	Kabini o tuma la Yesu ye waajuli daminɛ . A tun b'a fɔ ko : « A' ye nimisa aw ka jurumuw la katuguni sankolo masaya surunyara . »	Om mantad poddi om popinsusui no i Yesus do poingkaa , “ Korologo kou nod momonsoi'd dusa , tu' a' no alaid om korikot no Pomorintaan do surga ! ” ka dau .	roundtrip_source_to_pivot
roundtrip:bam_Latn:68:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	68	From that time Jesus went about preaching and saying , Let your hearts be turned from sin , for the kingdom of heaven is near .	Om mantad poddi om popinsusui no i Yesus do poingkaa , “ Korologo kou nod momonsoi'd dusa , tu' a' no alaid om korikot no Pomorintaan do surga ! ” ka dau .	roundtrip_english_to_pivot
roundtrip:bam_Latn:69:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	69	Yesu taamatɔ Galile ba kɛrɛ fɛ , a ye balimakɛ fila ye minnu tun ye mɔnnikɛlaw ye , Simɔn min bɛ wele Piɛrɛ ani a balimakɛ Andre . U tun bɛ jɔ fili la baji la .	And when he was walking by the sea of Galilee , he saw two brothers , Simon , whose other name was Peter , and Andrew , his brother , who were putting a net into the sea ; for they were fishermen .	roundtrip_source_to_english
roundtrip:bam_Latn:69:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	69	Yesu taamatɔ Galile ba kɛrɛ fɛ , a ye balimakɛ fila ye minnu tun ye mɔnnikɛlaw ye , Simɔn min bɛ wele Piɛrɛ ani a balimakɛ Andre . U tun bɛ jɔ fili la baji la .	Om tontok di manau-panau i Yesus do hiri'd tisan di Tasik Galilia , om kokito no dau o duwo tulun do monginginsada' di miobpinai . Iyolo' nopo om i Simun ( i pinungaranan dot i Pitrus ) om i Andarias , i tadi' dau . Om tontok nopoddi nga' maso diyolo' do mirrambot do hiri'd tasik .	roundtrip_source_to_pivot
roundtrip:bam_Latn:69:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	69	And when he was walking by the sea of Galilee , he saw two brothers , Simon , whose other name was Peter , and Andrew , his brother , who were putting a net into the sea ; for they were fishermen .	Om tontok di manau-panau i Yesus do hiri'd tisan di Tasik Galilia , om kokito no dau o duwo tulun do monginginsada' di miobpinai . Iyolo' nopo om i Simun ( i pinungaranan dot i Pitrus ) om i Andarias , i tadi' dau . Om tontok nopoddi nga' maso diyolo' do mirrambot do hiri'd tasik .	roundtrip_english_to_pivot
roundtrip:bam_Latn:70:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	70	Yesu y'a fɔ u ye ko : « A' ye tugu ne la , ne na aw kɛ mɔgɔ ɲininaw ye . »	And he said to them , Come after me , and I will make you fishers of men .	roundtrip_source_to_english
roundtrip:bam_Latn:70:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	70	Yesu y'a fɔ u ye ko : « A' ye tugu ne la , ne na aw kɛ mɔgɔ ɲininaw ye . »	Om boros ka di Yesus dot id diyolo' , “ Tanud kou pogi' doho' , om tudukan ku i' iyokoyu do mamarambot do tulun , ” ka dau .	roundtrip_source_to_pivot
roundtrip:bam_Latn:70:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	70	And he said to them , Come after me , and I will make you fishers of men .	Om boros ka di Yesus dot id diyolo' , “ Tanud kou pogi' doho' , om tudukan ku i' iyokoyu do mamarambot do tulun , ” ka dau .	roundtrip_english_to_pivot
roundtrip:bam_Latn:71:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	71	U sinna ka u ka jɔw to yen ka tugu Yesu la .	And straight away they let go the nets and went after him .	roundtrip_source_to_english
roundtrip:bam_Latn:71:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	71	U sinna ka u ka jɔw to yen ka tugu Yesu la .	Om olomus nopoddi iyolo' do tuminongkiad di rambot om tanud no di Yesus .	roundtrip_source_to_pivot
roundtrip:bam_Latn:71:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	71	And straight away they let go the nets and went after him .	Om olomus nopoddi iyolo' do tuminongkiad di rambot om tanud no di Yesus .	roundtrip_english_to_pivot
roundtrip:bam_Latn:72:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	72	A taara ɲɛfɛ tun ka balimakɛ fila wɛrɛ ye . Olu tun ye Zebede denkɛw Yakuba ni Yuhana ye . U ni u fa Zebede tun bɛ kurun kɔnɔ ka u ka jɔw kala . Yesu ye u wele .	And going on from there he saw two other brothers , James , the son of Zebedee , and John , his brother , in the boat with their father , stitching up their nets ; and he said , Come .	roundtrip_source_to_english
roundtrip:bam_Latn:72:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	72	A taara ɲɛfɛ tun ka balimakɛ fila wɛrɛ ye . Olu tun ye Zebede denkɛw Yakuba ni Yuhana ye . U ni u fa Zebede tun bɛ kurun kɔnɔ ka u ka jɔw kala . Yesu ye u wele .	Om lombus po kawagu i Yesus do minamanau , om kokito no dau o duwo kawagu tulun do miobpinai . Iyolo' nopo nga' i Yakub om i Yohanis , i tangaanak di Sabidi . Om maso diyolo' om i tapa' diyolo' do monombir di rambot do hiri'd parau' . Om iyolo' nga' linohou i' di Yesus .	roundtrip_source_to_pivot
roundtrip:bam_Latn:72:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	72	And going on from there he saw two other brothers , James , the son of Zebedee , and John , his brother , in the boat with their father , stitching up their nets ; and he said , Come .	Om lombus po kawagu i Yesus do minamanau , om kokito no dau o duwo kawagu tulun do miobpinai . Iyolo' nopo nga' i Yakub om i Yohanis , i tangaanak di Sabidi . Om maso diyolo' om i tapa' diyolo' do monombir di rambot do hiri'd parau' . Om iyolo' nga' linohou i' di Yesus .	roundtrip_english_to_pivot
roundtrip:bam_Latn:73:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	73	U sinna ka kurun ni u fa to yen ka tugu Yesu la .	And they went straight from the boat and their father and came after him .	roundtrip_source_to_english
roundtrip:bam_Latn:73:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	73	U sinna ka kurun ni u fa to yen ka tugu Yesu la .	Om diiri i' om diiri do tinongkiadan diyolo' i parau' om i tapa' diyolo' , om tanud no iyolo' di Yesus .	roundtrip_source_to_pivot
roundtrip:bam_Latn:73:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	73	And they went straight from the boat and their father and came after him .	Om diiri i' om diiri do tinongkiadan diyolo' i parau' om i tapa' diyolo' , om tanud no iyolo' di Yesus .	roundtrip_english_to_pivot
roundtrip:bam_Latn:74:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	74	Yesu tun bɛ yaala Galile jamana yɔrɔ bɛɛ la ka mɔgɔw kalan u ka Alabatosow kɔnɔ . A tun bɛ sankolo masaya Kibaru Duman fɔ . A tun bɛ bana sifa bɛɛ kɛnɛya ani mɔgɔw ka barikantanya bɛɛ .	And Jesus went about in all Galilee , teaching in their Synagogues and preaching the good news of the kingdom , and making well those who were ill with any disease among the people .	roundtrip_source_to_english
roundtrip:bam_Latn:74:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	74	Yesu tun bɛ yaala Galile jamana yɔrɔ bɛɛ la ka mɔgɔw kalan u ka Alabatosow kɔnɔ . A tun bɛ sankolo masaya Kibaru Duman fɔ . A tun bɛ bana sifa bɛɛ kɛnɛya ani mɔgɔw ka barikantanya bɛɛ .	Om tongkop no i Yesus di pomogunan do Galilia . Om minonuduk iyau do hiri'd walai'd sasambayangan om pinopopinsusui iyau di Habar dot Osonong do Pomorintaan do Kinorohingan . Om ogumu' o tulun do liningasan dau do mantad id mogisuwayan o toruol .	roundtrip_source_to_pivot
roundtrip:bam_Latn:74:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	74	And Jesus went about in all Galilee , teaching in their Synagogues and preaching the good news of the kingdom , and making well those who were ill with any disease among the people .	Om tongkop no i Yesus di pomogunan do Galilia . Om minonuduk iyau do hiri'd walai'd sasambayangan om pinopopinsusui iyau di Habar dot Osonong do Pomorintaan do Kinorohingan . Om ogumu' o tulun do liningasan dau do mantad id mogisuwayan o toruol .	roundtrip_english_to_pivot
roundtrip:bam_Latn:75:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	75	Yesu tɔgɔ tun bɛ fɔ Siri jamana yɔrɔ bɛɛ la , o de la , mɔgɔw nana Yesu sɛgɛrɛ ni u ka banabaatɔw ye . Mɔgɔ minnu tɔɔrɔla bana sifa caman ni dimin caman fɛ , jinɛtɔw , kirikirimashyɛntɔw ani mɔgɔ fan fila salenw , u nana ni olu bɛɛ ye . Yesu ye u bɛɛ kɛnɛya .	And news of him went out through all Syria ; and they took to him all who were ill with different diseases and pains , those having evil spirits and those who were off their heads , and those who had no power of moving . And he made them well .	roundtrip_source_to_english
roundtrip:bam_Latn:75:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	75	Yesu tɔgɔ tun bɛ fɔ Siri jamana yɔrɔ bɛɛ la , o de la , mɔgɔw nana Yesu sɛgɛrɛ ni u ka banabaatɔw ye . Mɔgɔ minnu tɔɔrɔla bana sifa caman ni dimin caman fɛ , jinɛtɔw , kirikirimashyɛntɔw ani mɔgɔ fan fila salenw , u nana ni olu bɛɛ ye . Yesu ye u bɛɛ kɛnɛya .	Om nokotongkop o habar di Yesus dot id do pomogunan do Siria , gisom dot ogumu' tomod diri o tulun do ruminikot dot id dau . Om pootodo' no diyolo' dot id dau o koinsanai'd tulun di mogisuayan o toruol om kosusaan . I tulun di norusadan do rusod dot araat , om i kakaran , om it a' koundaliu nga' liningasan ngai' nopo di Yesus .	roundtrip_source_to_pivot
roundtrip:bam_Latn:75:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	75	And news of him went out through all Syria ; and they took to him all who were ill with different diseases and pains , those having evil spirits and those who were off their heads , and those who had no power of moving . And he made them well .	Om nokotongkop o habar di Yesus dot id do pomogunan do Siria , gisom dot ogumu' tomod diri o tulun do ruminikot dot id dau . Om pootodo' no diyolo' dot id dau o koinsanai'd tulun di mogisuayan o toruol om kosusaan . I tulun di norusadan do rusod dot araat , om i kakaran , om it a' koundaliu nga' liningasan ngai' nopo di Yesus .	roundtrip_english_to_pivot
roundtrip:bam_Latn:76:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	76	Jamaba tugura a nɔfɛ ka bɔ Galile jamana ni Dekapole ni Jerusalɛm ni Jude jamana ani Jurdɛn ba kɔfɛ .	And there went after him great numbers from Galilee and Decapolis and Jerusalem and Judaea and from the other side of Jordan .	roundtrip_source_to_english
roundtrip:bam_Latn:76:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	76	Jamaba tugura a nɔfɛ ka bɔ Galile jamana ni Dekapole ni Jerusalɛm ni Jude jamana ani Jurdɛn ba kɔfɛ .	Iri nopo tulun di minoyo' di Yesus do maso'ddi nga' ogumu' kopio . Haro mantad hilo'd Galilia , om haro mantad hilo'd Hopod o Bandar , om haro mantad hilo'd Yorusalim , Yudia , om haro po mantad id pomogunan dit id soborong do Yordan .	roundtrip_source_to_pivot
roundtrip:bam_Latn:76:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	76	And there went after him great numbers from Galilee and Decapolis and Jerusalem and Judaea and from the other side of Jordan .	Iri nopo tulun di minoyo' di Yesus do maso'ddi nga' ogumu' kopio . Haro mantad hilo'd Galilia , om haro mantad hilo'd Hopod o Bandar , om haro mantad hilo'd Yorusalim , Yudia , om haro po mantad id pomogunan dit id soborong do Yordan .	roundtrip_english_to_pivot
roundtrip:bam_Latn:77:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	77	Yesu ye jama ye tuma min na , a yɛlɛnna kulu kan k'i sigi . A ka kalandenw gɛrɛla a la ,	And seeing great masses of people he went up into the mountain ; and when he was seated his disciples came to him .	roundtrip_source_to_english
roundtrip:bam_Latn:77:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	77	Yesu ye jama ye tuma min na , a yɛlɛnna kulu kan k'i sigi . A ka kalandenw gɛrɛla a la ,	Om soira' di nokito di Yesus i tulun dot ogumu'ddi , om takad no iyau do hiri'd nulu-nulu , om irikau no . Om rikot ngai' no i tumatanud dau dot id dau ,	roundtrip_source_to_pivot
roundtrip:bam_Latn:77:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	77	And seeing great masses of people he went up into the mountain ; and when he was seated his disciples came to him .	Om soira' di nokito di Yesus i tulun dot ogumu'ddi , om takad no iyau do hiri'd nulu-nulu , om irikau no . Om rikot ngai' no i tumatanud dau dot id dau ,	roundtrip_english_to_pivot
roundtrip:bam_Latn:78:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	78	a y'a daminɛ ka u kalan ko :	And with these words he gave them teaching , saying ,	roundtrip_source_to_english
roundtrip:bam_Latn:78:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	78	a y'a daminɛ ka u kalan ko :	om timpuun no iyau do minonuduk diyolo' :	roundtrip_source_to_pivot
roundtrip:bam_Latn:78:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	78	And with these words he gave them teaching , saying ,	om timpuun no iyau do minonuduk diyolo' :	roundtrip_english_to_pivot
roundtrip:bam_Latn:79:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	79	« Minnu y'a dɔn ko u ye faantanw ye Ala ta fan fɛ , olu ye dubadenw ye , katuguni sankolo masaya ye u ta ye .	Happy are the poor in spirit : for the kingdom of heaven is theirs .	roundtrip_source_to_english
roundtrip:bam_Latn:79:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	79	« Minnu y'a dɔn ko u ye faantanw ye Ala ta fan fɛ , olu ye dubadenw ye , katuguni sankolo masaya ye u ta ye .	Boros ka dau , “ Olumaag no i tulun di kopuriman do mosikin dot id suang do rusod ; tu' kasanganu indo iyolo' do Pomorintaan do surga !	roundtrip_source_to_pivot
roundtrip:bam_Latn:79:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	79	Happy are the poor in spirit : for the kingdom of heaven is theirs .	Boros ka dau , “ Olumaag no i tulun di kopuriman do mosikin dot id suang do rusod ; tu' kasanganu indo iyolo' do Pomorintaan do surga !	roundtrip_english_to_pivot
roundtrip:bam_Latn:80:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	80	« Minnu dusu kasilen don , olu ye dubadenw ye , katuguni u dusuw na saalo .	Happy are those who are sad : for they will be comforted .	roundtrip_source_to_english
roundtrip:bam_Latn:80:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	80	« Minnu dusu kasilen don , olu ye dubadenw ye , katuguni u dusuw na saalo .	Olumaag no i tulun di tumongob ; tu' insasamadan i' iyolo'd Kinorohingan !	roundtrip_source_to_pivot
roundtrip:bam_Latn:80:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	80	Happy are those who are sad : for they will be comforted .	Olumaag no i tulun di tumongob ; tu' insasamadan i' iyolo'd Kinorohingan !	roundtrip_english_to_pivot
roundtrip:bam_Latn:81:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	81	« Minnu sabalilen don , olu ye dubadenw ye , katuguni u na dugukolo sɔrɔ ciyɛn ye .	Happy are the gentle : for the earth will be their heritage .	roundtrip_source_to_english
roundtrip:bam_Latn:81:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	81	« Minnu sabalilen don , olu ye dubadenw ye , katuguni u na dugukolo sɔrɔ ciyɛn ye .	Olumaag no i tulun dit osiriba' o ginawo ; tu' asanganu indo diyolo' iti pomogunan .	roundtrip_source_to_pivot
roundtrip:bam_Latn:81:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	81	Happy are the gentle : for the earth will be their heritage .	Olumaag no i tulun dit osiriba' o ginawo ; tu' asanganu indo diyolo' iti pomogunan .	roundtrip_english_to_pivot
roundtrip:bam_Latn:82:src_eng	roundtrip	roundtrip_src_eng	bam_Latn	eng_Latn	v5_target	82	« Tilennenya nege bɛ minnu na i n'a fɔ kɔngɔ ni minnɔgɔ , olu ye dubadenw ye , katuguni u na wasa .	Happy are those whose heart's desire is for righteousness : for they will have their desire .	roundtrip_source_to_english
roundtrip:bam_Latn:82:src_pivot	roundtrip	roundtrip_src_pivot	bam_Latn	dtp_Latn	v5_target	82	« Tilennenya nege bɛ minnu na i n'a fɔ kɔngɔ ni minnɔgɔ , olu ye dubadenw ye , katuguni u na wasa .	Olumaag no i tulun dit orohian do momonsoi'd korohian do Kinorohingan , do poinghalib mantad ko' korohiano' do minum ko' makan ; tu' pohubayaan indo i korohian do ginawo diyolo' .	roundtrip_source_to_pivot
roundtrip:bam_Latn:82:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	dtp_Latn	v5_target	82	Happy are those whose heart's desire is for righteousness : for they will have their desire .	Olumaag no i tulun dit orohian do momonsoi'd korohian do Kinorohingan , do poinghalib mantad ko' korohiano' do minum ko' makan ; tu' pohubayaan indo i korohian do ginawo diyolo' .	roundtrip_english_to_pivot
