task	language_script	group	source	status
Roundtrip Alignment	som_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	spa_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	sqi_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	srp_Cyrl	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	srp_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	sun_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	swe_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	swh_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	tam_Taml	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	tgl_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	tha_Thai	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	tur_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	uig_Arab	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	uig_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	ukr_Cyrl	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	urd_Arab	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	uzb_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	vie_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	xho_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	zsm_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Text Classification	eng_Latn	local_v5.1_materialized_head	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/taxi1500	local_available_not_original_table_universe
